Mack Hall,Time,Celsius(�C),Humidity(%rh),Dew Point(�C),Serial Number
1,2025-01-22 18:17:39,14.5,54.0,5.3,010031881
2,2025-01-22 18:19:39,15.0,53.0,5.5
3,2025-01-22 18:21:39,14.5,54.0,5.3
4,2025-01-22 18:23:39,13.5,54.5,4.5
5,2025-01-22 18:25:39,14.0,57.0,5.6
6,2025-01-22 18:27:39,14.5,56.0,5.8
7,2025-01-22 18:29:39,16.0,59.0,8.0
8,2025-01-22 18:31:39,17.5,53.0,7.8
9,2025-01-22 18:33:39,17.0,50.0,6.5
10,2025-01-22 18:35:39,16.5,51.0,6.3
11,2025-01-22 18:37:39,16.0,51.5,6.0
12,2025-01-22 18:39:39,15.5,52.5,5.8
13,2025-01-22 18:41:39,15.5,53.0,6.0
14,2025-01-22 18:43:39,15.0,55.0,6.0
15,2025-01-22 18:45:39,15.5,53.0,6.0
16,2025-01-22 18:47:39,15.0,53.5,5.6
17,2025-01-22 18:49:39,15.0,54.0,5.8
18,2025-01-22 18:51:39,14.5,54.0,5.3
19,2025-01-22 18:53:39,14.5,55.0,5.6
20,2025-01-22 18:55:39,14.5,55.0,5.6
21,2025-01-22 18:57:39,14.5,55.0,5.6
22,2025-01-22 18:59:39,14.5,55.5,5.7
23,2025-01-22 19:01:39,14.5,55.5,5.7
24,2025-01-22 19:03:39,14.0,55.5,5.2
25,2025-01-22 19:05:39,14.0,56.0,5.4
26,2025-01-22 19:07:39,14.0,56.0,5.4
27,2025-01-22 19:09:39,14.0,56.0,5.4
28,2025-01-22 19:11:39,14.0,56.5,5.5
29,2025-01-22 19:13:39,14.0,56.5,5.5
30,2025-01-22 19:15:39,14.0,56.5,5.5
31,2025-01-22 19:17:39,14.5,56.5,6.0
32,2025-01-22 19:19:39,14.5,56.5,6.0
33,2025-01-22 19:21:39,14.5,57.0,6.1
34,2025-01-22 19:23:39,14.5,57.0,6.1
35,2025-01-22 19:25:39,14.5,57.0,6.1
36,2025-01-22 19:27:39,14.5,57.0,6.1
37,2025-01-22 19:29:39,14.5,57.0,6.1
38,2025-01-22 19:31:39,14.5,57.0,6.1
39,2025-01-22 19:33:39,14.5,57.0,6.1
40,2025-01-22 19:35:39,14.5,57.5,6.2
