platform_right_pillar,Time,Celsius(�C),Humidity(%rh),Dew Point(�C),Serial Number
1,2024-11-20 13:36:29,18.0,47.5,6.7,010031881
2,2024-11-20 13:46:29,18.5,40.5,4.8
3,2024-11-20 13:56:29,17.5,43.0,4.8
4,2024-11-20 14:06:29,17.5,38.0,3.0
5,2024-11-20 14:16:29,17.0,41.0,3.7
6,2024-11-20 14:26:29,17.5,42.0,4.5
7,2024-11-20 14:36:29,17.5,40.5,3.9
8,2024-11-20 14:46:29,17.5,41.0,4.1
9,2024-11-20 14:56:29,17.5,41.0,4.1
10,2024-11-20 15:06:29,17.5,40.5,3.9
11,2024-11-20 15:16:29,17.5,38.0,3.0
12,2024-11-20 15:26:29,17.0,39.5,3.1
13,2024-11-20 15:36:29,17.0,39.5,3.1
14,2024-11-20 15:46:29,17.0,39.5,3.1
15,2024-11-20 15:56:29,17.0,39.5,3.1
16,2024-11-20 16:06:29,17.0,40.5,3.5
17,2024-11-20 16:16:29,16.5,39.5,2.7
18,2024-11-20 16:26:29,16.5,40.5,3.0
19,2024-11-20 16:36:29,16.5,40.5,3.0
20,2024-11-20 16:46:29,16.5,40.5,3.0
21,2024-11-20 16:56:29,16.5,38.0,2.2
22,2024-11-20 17:06:29,15.0,39.5,1.4
23,2024-11-20 17:16:29,14.5,40.5,1.3
24,2024-11-20 17:26:29,14.0,41.0,1.0
25,2024-11-20 17:36:29,13.5,41.5,0.7
26,2024-11-20 17:46:29,13.5,42.0,0.9
27,2024-11-20 17:56:29,13.5,42.0,0.9
28,2024-11-20 18:06:29,13.0,42.5,0.6
29,2024-11-20 18:16:29,13.0,42.5,0.6
30,2024-11-20 18:26:29,13.0,42.5,0.6
31,2024-11-20 18:36:29,13.0,43.0,0.7
32,2024-11-20 18:46:29,13.0,43.0,0.7
33,2024-11-20 18:56:29,12.5,43.0,0.3
34,2024-11-20 19:06:29,12.5,43.0,0.3
35,2024-11-20 19:16:29,12.5,43.0,0.3
36,2024-11-20 19:26:29,12.5,43.5,0.4
37,2024-11-20 19:36:29,12.5,43.5,0.4
38,2024-11-20 19:46:29,12.5,43.5,0.4
39,2024-11-20 19:56:29,12.5,43.5,0.4
40,2024-11-20 20:06:29,12.5,44.0,0.6
41,2024-11-20 20:16:29,12.5,44.0,0.6
42,2024-11-20 20:26:29,12.5,44.0,0.6
43,2024-11-20 20:36:29,12.5,44.0,0.6
44,2024-11-20 20:46:29,12.5,44.0,0.6
45,2024-11-20 20:56:29,12.0,44.0,0.1
46,2024-11-20 21:06:29,12.0,44.0,0.1
47,2024-11-20 21:16:29,12.0,44.0,0.1
48,2024-11-20 21:26:29,12.0,44.5,0.3
49,2024-11-20 21:36:29,12.0,44.5,0.3
50,2024-11-20 21:46:29,12.0,44.5,0.3
51,2024-11-20 21:56:29,12.0,44.5,0.3
52,2024-11-20 22:06:29,12.0,44.5,0.3
53,2024-11-20 22:16:29,12.0,44.5,0.3
54,2024-11-20 22:26:29,12.0,44.5,0.3
55,2024-11-20 22:36:29,12.0,44.5,0.3
56,2024-11-20 22:46:29,12.0,44.5,0.3
57,2024-11-20 22:56:29,12.0,44.5,0.3
58,2024-11-20 23:06:29,12.0,44.5,0.3
